Column A,Column B
150388,4428381
150389,6889634
150390,18031578
150391,27994458
150392,71967754
150393,31700963
150394,82142120
150395,87142658
150396,36033240
150397,6231642
150398,30990473
150399,31004002
150400,95892499
150401,2992031
150402,59940446
150403,93257752
150404,8734472
150405,98726284
150406,29735381
150407,32200470
150408,23900119
150409,67181080
150410,50146915
150411,39630042
150412,75536981
"
",57637159
150413,51424479
150414,50036876
150415,84972966
150416,82266782
150417,90457506
150418,69877807
150419,43060975
150420,84733777
150421,71408859
150422,4525828
150423,48072720
150424,50470264
150425,65217913
150426,85052034
150427,64919136
150428,71990930
150429,81410582
150430,71823133
150431,25609468
150432,7663304
150433,26835840
150433,87947381
150434,56172164
150435,12145654
150436,76549107
150437,12972083
150438,94457883
150439,9991300
150440,25601981
150441,94739387
150442,63098420
150443,2079336
"
",92956510
150444,65680734
150445,67914023
150446,8014005
150447,19678702
150448,56167953
150449,61380814
150450,20440609
150451,97865884
150452,91137934
150453,4785851
150454,57247835
150455,71326104
150456,9580235
150457,36154804
150458,18400865
150459,29230093
150460,14566485
150461,54928051
150462,56332020
150463,18991231
150464,36024192
150465,15734018
150466,39352284
150467,42431647
150468,44459286
150469,20876582
150470,7548450
150471,8797005
150472,1101190
150473,74664968
150474,47940294
150475,93191121
150476,51457005
150477,28166969
150478,97190068
150479,83686967
150480,56318745
150481,86570100
150482,39915975
150483,63470891
150484,55626026
150485,16169639
150486,85966213
150487,36915515
150488,63505329
150489,29505274
150490,56731592
150491,79760405
150492,52144421
150493,99343058
150494,29448325
150495,3263002
150496,56114333
150497,83334185
150498,91130103
150499,14274083
150500,66734838
150501,7394636
150502,40161414
150503,54428584
150504,59221952
150505,88742323
150506,78191203
150507,74990905
150508,52970206
150509,30785465
150510,53139396
150511,28100900
150512,51393180
150513,58341336
150514,12698390
150515,80235521
150516,77206160
150517,50938772
150518,56296692
150518,49151956
150519,13208191
150520,65482580
150521,23595762
150522,78292078
150523,15979861
150524,33087949
150525,90219160
150526,88442258
150527,57566642
150528,77459913
150529,89526126
150530,39821550
150531,72404434
150532,72377535
150533,85933962
150534,41020602
150535,26885644
150536,14838918
150537,83231236
150538,25419546
150539,1914452
150540,2379340
150541,63989284
150542,55679480
150543,56456369
150544,49509554
150545,78399513
150546,45960876
150547,98191375
150548,20102670
150549,29436476
150550,12041952
150551,63100085
150552,4937009
150553,84663058
150554,56649809
150555,85907622
150556,96322176
150557,30598275
150558,69626908
150559,61315658
150560,126042
150561,61145139
150562,24754591
150563,81187256
150564,37902743
150565,49246698
150566,420711
150567,73421576
150568,77099494
150569,8278241
150570,2648539
150571,39166076
150572,97868206
150573,9630688
150574,40331396
150575,45453574
"
",3476939
150576,24789364
150577,80902563
150578,81548620
150579,99655820
150580,17376902
150581,5238080
150582,80952438
150582,3717332
150583,87891438
150584,34236427
150585,26791773
150586,36664281
150587,42506088
150588,60518564
150589,48863863
150590,31134187
150590,87865479
150591,42456065
150592,11141417
150593,43379317
150594,564730
150595,38728472
150596,69902395
150597,79339605
150598,63508132
150599,8878640
150600,71228071
150601,1818039
150602,8249097
150603,74467261
150604,79369678
150605,62083767
150606,5945409
150607,19601820
150608,49043282
150609,75670534
150610,73135604
150611,20926835
150612,8156003
150613,8535455
150614,26184798
150615,55316308
150616,60701054
150617,99382133
150617,33472727
150618,30552639
150619,54509629
150620,94895026
150621,43979811
150622,38286373
150623,63764975
150624,54073256
150625,59855431
150626,30855027
150627,39893481
150628,43514081
150629,91785833
150630,2149461
150631,59181049
150632,82080732
150633,9616263
150634,99282957
150635,99721303
150636,59230470
150637,3389690
150638,87907899
150639,14810777
150640,21931550
150641,73787133
150642,87552501
150643,99325520
150644,3169318
150645,42924845
150646,11942087
150647,28793474
150648,27617855
150649,25645256
150650,92111581
150651,44325689
150651,96303388
150652,53690101
150653,21986536
150654,60475658
150655,85386453
150656,15373897
150657,10719537
150658,7304677
150659,61765636
150660,36363583
150661,40009486
150662,95329250
150663,42951094
150664,74772393
"
",90351602
150665,63515365
150666,74264870
"
",58690506
150667,92954152
150668,64125136
150669,53183952
150670,10768936
150671,43274262
150672,40118843
150673,66083445
150674,95019107
150674,23219026
150674,59429418
150675,84561909
150676,26065200
150677,27709303
150678,20777080
150679,31902199
150680,73888108
150681,62570787
150682,48241171
150683,79850260
150684,28045282
150685,6767724
150686,89056130
150687,38996992
150688,23812531
150688,14162917
150689,46808922
150690,12690173
150691,27835064
150692,34903506
150693,28392820
150694,91129841
150695,63373562
150696,12500293
150697,42167501
150698,11911648
150699,2848321
150700,90241382
150701,15195054
150702,39917872
150703,19465186
150704,47111809
150705,19950709
150706,27147348
150707,37613495
150708,45314950
150709,98818346
150710,34213019
150711,66432444
150712,88828885
150713,44574832
150714,10410596
150715,25930912
150716,70468546
150717,49285708
150718,7882653
150719,12517632
150720,37065050
150721,1684937
150722,91886612
150723,35403645
150724,68895401
150725,92944797
150726,63372362
150727,61760539
150728,9638639
150729,19034838
150730,35891299
150731,91384948
150732,10772721
150733,38706811
150734,28858397
150734,98986359
150735,81770657
150736,80897074
150737,46809342
150738,8503218
150739,11128137
150740,46154767
150741,70434046
150742,42325101
150743,27167162
150744,76395531
150745,76565877
150746,40503409
150747,49196636
150748,50874173
150749,90869462
150750,67463142
150751,38510776
150752,65900059
150753,11069977
150754,14161264
150755,45093766
150756,5208624
150757,72228568
150758,99952298
150758,45084128
150759,80351635
150760,48846717
150761,7823028
150762,81428392
150763,77833244
150764,74128718
150765,61738093
150766,5036887
150767,77383637
150768,60975938
150769,11166707
150770,55671344
150771,69712899
150772,99570461
150773,66144209
150774,68808952
150775,46791621
150776,45703702
150777,12698472
150778,48571840
150779,4519365
150780,20365888
150781,46662079
150782,10919059
150783,65003052
150784,38785808
150785,14990953
150786,80130827
150787,90172305
150788,57800372
150789,99010535
150790,55277992
150791,25523090
150792,19172217
150793,76166796
150794,37926351
150795,33421278
150796,40080014
150797,13046702
150798,66921175
150799,49803145
150800,99068911
150801,18657962
150802,93979892
150803,77765521
150804,26214115
150805,88809580
150806,89720359
150807,28963158
150808,5634037
150809,81623799
150810,56502793
150811,92772937
150812,51906373
150813,42674979
150814,96117843
150815,39478054
150816,36734604
150817,26169113
150818,45997466
150819,96391852
150820,61620035
150821,55126699
150822,65754974
150823,54078542
150824,64452868
150825,12157749
150826,65113906
150827,15962215
150828,27699928
150829,82386378
150830,82650891
150831,59863489
150832,30876075
150833,21788050
150834,11403618
150835,67699758
150836,53411997
150837,56707905
150838,34110644
150839,11096325
150840,68234668
150841,63551831
150842,13646025
150843,30209735
150844,65655123
150845,66379890
150846,40637682
150847,67578180
150848,93073635
150849,32415001
150850,43211411
150851,33207453
150852,59768076
150853,10647093
150853,2966660
150854,63956927
150855,9954856
150856,58213972
150857,32800162
150858,77263606
150859,80951762
150860,58457166
150861,4290958
150862,98511007
150863,20523597
150864,18660816
150865,8392005
150866,45549689
150867,94170244
150868,68517487
150869,70144480
150870,50329367
150871,98037328
150872,72464950
150873,54482693
150874,46001727
150875,83298385
150876,61780649
150877,19708588
150878,13797435
150879,59357415
150880,78434724
150881,47425075
150882,71905153
150883,92005787
150884,18412705
150885,55178758
150886,13946739
150887,93812844
150888,61087429
150889,18486712
150890,26211323
150891,77548005
150892,94425578
150892,58327310
150893,10955890
150894,24502984
150895,61857250
150896,59440716
150897,14675542
150898,83328906
150899,66720618
150900,85612308
150901,41952658
150902,2993396
150903,83418933
150904,45627996
150905,89075218
150906,13862334
150907,56377130
150907,39402601
150908,40130990
150909,93310361
150910,23130883
150911,65234042
150912,80215818
150913,67502211
150914,26682735
150915,77119472
150916,33819255
150917,80935389
150917,82584197
150918,66055390
150919,92970241
150920,42165505
150921,87871478
150922,39114237
150923,60642197
150924,50476844
150925,12177098
150925,79666346
150925,4476492
150926,4561845
150927,26233426
150928,57468503
150929,94333804
150930,80448182
150931,74663742
150932,9126408
150933,11639537
150934,59594260
150935,61425152
150936,48471507
150937,83172705
150938,67918612
150939,93689147
150940,89017493
150941,24475869
150942,98690557
150943,32736854
150943,67133324
150944,59421392
150945,62776491
150945,74798969
150946,46639065
150947,11104209
150948,15338495
150949,45539059
150950,81135670
150951,78322880
150951,61345960
150951,29936627
150952,94508321
150953,80998447
150954,23811222
150955,12794417
150956,50107299
150957,71099795
150958,59320980
150959,65324897
150960,12073460
150961,93803855
150961,8410184
150962,27842118
150963,10835759
150964,89169075
150965,37109206
150966,87430231
150967,11284179
150968,45136421
150969,94613473
150970,41474668
150971,73517351
150972,66581354
150972,52600481
150973,42066319
150974,99011357
150975,9583332
150976,4814073
150977,10772688
150978,33740777
150979,70687225
150980,33002795
150981,7579270
150982,2949442
150983,37348514
150984,97479621
150985,82741178
150986,25289925
150987,40338436
150988,20398899
150989,63967252
150990,89615381
150991,4228209
150992,22321762
150993,4716622
150994,18419581
150995,53442310
150996,28963973
150997,34183452
150998,7651173
150999,81071833
151000,3837579
151001,98104492
151002,79579746
151003,53219313
151004,27564632
151005,60177378
151006,65650577
151007,51181581
151008,72382688
151009,3454032
151010,16818391
151011,83817400
151012,64806694
151013,80000374
151014,67477655
151015,51469492
151016,3437296
151017,29004280
151018,71348703
151019,74194324
151020,5972171
151021,8465161
151022,66123345
151023,48934511
151024,49729504
151024,26308139
151025,60984654
151026,14212595
151027,19622438
151028,18911885
151029,86417278
151030,76892217
151031,51393895
151032,618019
151033,28703516
151034,43879800
151035,36038329
151036,59565262
151037,575508
151038,97062357
151039,80378509
151040,42778052
151041,45517788
151042,34984764
151043,67192802
151044,87836778
151045,10121384
151046,57828462
151047,14973177
151047,96541382
151048,91146522
151049,55227684
151050,80854106
151051,70142827
151052,56209742
151053,11592915
151053,36219986
151054,18645150
151055,72257745
151056,48623266
151057,63969546
151058,10193452
151059,67072015
151060,58667782
151061,94449544
151062,88582130
151063,80269616
151064,82949191
151065,64853141
151066,64965801
151067,1270885
151068,40581889
151069,17935625
151070,46281251
151071,23764022
151072,36627206
151073,18389991
151074,94937568
151075,81522060
151076,51869919
151077,82704373
151078,75252339
151079,85682224
151080,138170
151081,37972573
151082,89938481
151083,94595005
151084,21084832
151085,10621192
151086,34294227
151087,99849914
151088,58717384
151089,10189609
151090,31284522
151091,15032753
151092,97534710
151093,80249581
151094,17366937
151095,29263305
151096,81185485
151097,49226727
151098,17547307
151099,93420963
151100,27906572
151101,76653615
151102,5141646
151103,66274536
151104,95531289
151105,76272320
151106,53504280
151107,11084439
151108,72854555
151109,72811797
151110,19033842
151110,98783727
151111,52803657
151112,22384462
151113,88916448
151114,5155770
151115,71128174
151116,41640123
151117,24213856
151118,48594927
151119,34731099
151120,1550309
151121,97532782
151122,17292637
151123,69473462
151124,64696205
151125,74816783
151126,36230524
151127,75711779
151128,6140287
151129,6681460
151130,92872129
151131,67142137
151132,48713151
151133,2560951
151134,51940268
151135,33894533
151136,55446209
151137,53460109
151138,27078747
151139,37887054
151140,83763457
151141,36121691
151142,82145703
151143,82283037
151144,7326636
151145,80520451
151145,67479816
151146,10192165
151147,98415147
151148,1731705
151149,78862223
151150,27797169
151151,80279837
151152,51144159
151153,19280884
151154,97595604
151155,1551671
151156,8593595
151157,53405538
151158,81551786
151159,6362010
151160,71508210
151161,71568102
151162,74927746
151163,41033442
151164,54225176
151165,26760283
151166,83527052
151167,31796800
151168,30463765
151169,94132962
151170,61291596
151171,62640651
151172,89000107
151172,42408100
151173,14035933
151174,67772557
151175,89606894
151176,30445859
151177,80642657
151178,21520557
151179,22935337
151180,36516738
151181,94362411
151182,40355807
151182,96834603
151183,73032300
151184,44527928
151185,26589657
151186,56566031
151187,21278771
151188,65237787
151189,9182992
151190,58774874
151191,5259486
151192,20684138
151193,16115846
151194,86390649
151195,72785877
151196,34636131
151197,69462741
151198,11084698
151199,91343447
151200,33783761
151201,55016438
151202,60887424
151203,15590269
151204,86153595
151205,51824861
151206,60036487
151207,74904107
151208,63768919
151209,80302134
151210,62931990
151211,15319662
151212,55653243
151213,71792773
151214,30259669
151215,97885730
151216,57298449
151216,83631182
151217,94940065
151218,66064328
151219,7758447
151220,43865185
151221,53683876
151222,83228256
151222,96025895
151223,6740167
151224,79509459
151225,96787847
151226,58128356
151227,25396583
151228,42792425
151229,70128994
151230,37870311
151231,84812037
151232,7566832
151233,74254394
151234,52348787
151235,35268952
151236,24990402
151237,25613780
151238,25019062
151239,97503382
151240,83469112
151241,97170210
151242,21917628
151243,96604006
151244,68508863
151245,85806323
151246,59616010
151247,70170548
151248,61871517
151249,71054038
151250,23191823
151251,62497996
151252,9552326
151253,51918764
151254,65001397
151255,71002735
151256,12611398
151257,40107860
151258,77762445
151258,26226001
151259,92881125
151260,77435908
151261,86264249
151262,71526830
151262,99668830
151263,95288044
151264,72515411
151265,10664238
151266,53258232
151267,92298894
151268,40042846
151269,36137999
151270,42380208
151270,23050884
151271,84739112
151272,60826365
151273,85047927
151274,69389386
151275,55212152
151276,29149600
151277,65265180
151277,43241230
151278,66419165
151279,68933956
151280,72522746
151281,29601915
151282,82632868
151283,25358184
151283,19638044
151284,12273046
151285,2074488
151286,83872872
151287,84694203
151287,7058962
151288,56568703
151289,52252906
151290,18192853
151291,7307741
151292,3481917
151293,44610097
151294,55015584
151295,97239296
151296,58308222
151297,73014047
151298,26179639
151299,81677263
151299,64815904
151300,13550026
151301,96339374
151302,6464218
151303,86823841
151304,73601027
151305,12504984
151306,68930497
151307,33098676
151308,30748624
151308,14169660
151309,1989905
151310,34466616
151311,75502861
151312,15858949
151313,61998246
151313,33915998
151314,82868143
151315,34183553
151316,33894047
151317,21974705
151318,54740622
151319,24460237
151320,15826924
151321,6714284
151322,93774581
151323,96795028
151324,97256272
151325,12176977
151326,51476122
151327,44545236
151328,4770258
151329,1415732
151330,16049218
151331,56502004
151332,45440784
151333,83752678
151334,22214345
151335,88342008
151336,58203252
151337,70266577
151338,62325671
151339,60509824
151340,45481147
151341,39085038
151342,34092991
151343,81303988
151344,93660857
151345,35590529
151346,13582280
151347,9433745
151348,59024130
151349,82767624
151350,95335341
151351,86431164
151352,52217567
151353,36709310
151354,39068824
151355,73473229
151356,7890863
151357,17528252
151358,18666034
151359,65688770
151360,4931837
151361,36167628
151362,67443712
151363,22876572
151364,46142215
151365,15075392
151366,96435936
151367,83068662
151368,78097155
151369,61119489
151370,63738946
151371,28303191
151372,95786937
151373,52910878
151374,1441289
151375,21359429
151376,9573031
151377,51249262
151378,73724786
151379,44035788
151380,87402903
151381,15289648
151382,74960627
151383,82124303
151384,94578214
151385,11214265
151386,9728401
151387,93079939
151388,9025528
151389,57705987
151390,13149236
151391,30815323
151392,19095512
151393,81051242
151394,95499074
151395,27090985
151396,4999136
151397,93039766
151397,22525993
151398,23372323
151399,33618584
151400,35638965
151401,27874530
151402,87715146
151403,4381487
151403,3902114
151404,38714510
151405,35684347
151406,12028349
151407,46028143
151408,73308442
151409,24772079
151410,49096427
151411,22523058
151412,30950524
151413,56689245
151414,62410706
151414,74121013
151415,35386288
151416,66467888
151417,88385343
151418,10578339
151419,84970175
151420,56379677
151421,28798261
151422,15902098
151423,45330055
151424,3823787
151425,44024611
151426,48113490
151427,46294722
151428,17436798
151429,78581378
151430,81663459
151431,75554593
151432,62808803
151433,39725235
151434,42568169
151435,45052822
151436,20032931
151436,44620625
151437,87385497
151438,57845218
151439,27522239
151440,64459637
151441,23878317
151442,84170940
151443,80297284
151444,34167710
151445,20380665
151446,97743221
151447,45177455
151448,53594550
151449,57864850
151450,42182664
151451,29085970
151452,43409738
151453,53117857
151454,32792086
151455,2210300
151456,1537278
151457,86191237
151458,83958167
151459,33985003
151460,13965841
151461,87710659
151462,31243931
151463,26434551
151464,63188318
151465,17653088
151466,85132890
151467,92224519
151468,25179700
151469,88541701
151470,8955996
151471,78439363
151472,19657560
151473,63064196
151474,8767773
151475,60866422
151476,1262389
151477,51663112
151478,44131189
151479,64269534
151480,26229476
151481,76316347
151482,95260342
151483,2295965
151484,52489463
151485,59494283
151486,11786516
151487,43864694
151488,97174498
151489,11144777
151490,10667126
151491,82633875
151492,63510997
151493,65772109
151494,16417084
151495,22942080
151496,13892280
151497,7316228
151498,78588713
151499,15017173
151500,72534085
151501,30803895
151502,14552890
151503,45961432
151504,29308021
151505,36712467
151506,93006222
151507,98004532
151508,78207820
151509,26347188
151510,51551296
151511,47888677
151512,59264002
151513,30842644
151514,38656171
151515,92696220
151516,13159328
151517,11329843
151518,78358799
151519,11780500
151520,20601401
151521,5179479
151522,65076221
151523,11278977
151524,98844881
151525,63337931
151526,50188724
151527,23489391
151528,35275988
151529,83861194
151530,10260415
151531,30656146
151532,97149247
151533,72334940
151534,21662927
151535,55592912
151536,49476667
151537,85579722
151538,38980288
151539,30182752
151540,92694615
151541,5745043
151542,82130604
151543,58752249
151544,73544962
151545,64182771
151546,21276173
151547,18341878
151548,27433577
151549,33317301
151550,66953725
151551,99858153
151552,1477147
151553,39737413
151554,94190517
151555,68348490
151556,66878550
151557,372571
151558,95874793
151559,48668584
151560,73522122
151561,27048358
151562,55635505
151563,56295752
151564,47284235
151565,50316402
151566,69741082
151567,65617794
151568,78570421
151568,92228731
151568,69068300
151569,35764249
151570,70166293
151571,66710946
151572,31823049
151573,41843528
151574,21532572
151575,44121233
151576,84834208
151577,34101649
151578,62960490
151579,90957451
151580,69714205
151581,6737511
151582,92213174
151583,74620900
151584,60067894
151585,24655795
151586,19332711
151587,69440031
151588,97161634
151589,12679167
151590,16089281
151591,91833823
151592,17173557
151593,7529292
151594,92516022
151595,89432629
151596,57304144
151597,6366796
151598,64071755
151599,14233625
151600,90083295
151601,20528683
151602,6015548
151603,2599922
151604,7783337
151605,57243036
151606,91992152
151607,25607641
151608,22398968
151609,55997102
151610,20728432
151611,57444893
151612,59550087
151613,20200039
151614,22870499
151615,85801096
151616,75122474
151616,45217218
151617,83038242
151618,35883603
151619,19807382
151620,15199136
151621,42363902
151622,71403728
151623,89832897
151624,63835113
151625,38270286
151626,32459547
151627,8188760
151628,91890915
151629,51173756
151630,63440779
151631,31735129
151632,20483112
151633,95307894
151634,36530868
151635,39320914
151636,18785502
151637,8023790
151638,57471723
151639,22819773
151639,26287012
151640,36145912
151641,79989356
151642,93722530
151643,36384905
151644,32649756
151645,12497672
151646,56788161
151647,24477891
151648,89474645
151649,82407577
151650,64394759
151651,59567287
151652,28932163
151653,13019567
151654,41405245
151655,5540757
151656,79738614
151657,83671245
151658,64110775
151659,40789158
151660,48461318
151661,72389610
151662,96196846
151663,81956455
151664,44251498
151665,82660604
151666,45648611
151667,11231753
151667,24029129
151668,12499013
151669,40648840
151670,79534109
151671,39915434
151672,58173636
151673,40870004
151673,67889810
151674,49247246
151675,94776019
151675,16458
151676,31331295
151677,86579380
151678,92259800
151679,98309041
151680,21140823
151681,94695434
151682,30845174
151683,43329739
151684,32202124
151685,8889847
151686,70776602
151687,61471306
151688,35185991
151689,60285402
151690,85565262
151690,11181052
151691,11452927
151692,38454931
151693,91874838
151694,57616296
151695,77646075
151696,76237696
151697,55375895
151698,63208521
151699,74981170
151700,42137762
151700,40621134
151701,70223043
151702,96877923
151703,18193827
151704,64155218
151705,7437724
151706,41762138
151707,41136995
151708,70128809
151709,72388508
151710,21043577
151711,4172645
151712,97639100
151712,2795225
151713,72368081
151714,75742924
151715,97040064
151716,90082486
151717,82773711
151718,12901179
151719,31781889
151720,9126805
151721,90784576
151722,67046225
151723,97606874
151724,13864714
151725,9241251
151726,31920910
151727,94954994
151728,2424343
151729,46602234
151730,99404825
151731,19671049
151732,37791136
151733,90926339
151734,4235157
151734,94618013
151735,21733174
151736,51238554
151737,57780507
151738,33528352
151739,78121976
151740,59081062
151741,6678398
151742,30233479
151743,68433218
151744,92085215
151745,94891706
151746,83074875
151747,65419628
151748,30439335
151748,57001085
151749,75674178
151750,97952336
151751,29187503
151752,9808202
151753,63445396
151754,56726327
151755,46060583
151756,7444587
151757,82442918
151758,19339084
151759,7876805
151760,1428756
151761,43973632
151762,57292988
151763,22723075
151764,10308729
151765,55586925
151766,92753316
151767,75557935
151768,45661288
151769,92120092
151770,20806406
151771,21268173
151772,79606047
151773,6965958
151774,67916100
151775,75171340
151776,8622071
151776,78793524
151777,51952750
151778,77684800
151779,51177739
151780,12852068
151781,29130037
151782,13099862
151783,91583738
151784,74322668
151785,16531556
151786,90999166
151787,10346547
151788,87209000
151789,83041180
151790,4250867
151791,85760730
151792,79067384
151793,15148003
151794,55478986
151795,30124476
151796,10392830
151797,58394978
151798,78132402
151799,81722377
151800,8974844
151801,89600217
151802,54623692
151803,24336525
151804,63663018
151805,88012787
151806,55938328
151807,28592492
151808,80702483
151809,13475208
151810,2435643
151811,31456446
151812,48348917
151813,79581131
151814,52533131
151815,29493601
151816,99228464
151817,15913111
151818,16577926
151819,86560378
151820,93756307
151821,35215034
151822,57509302
151823,94255822
151824,5901098
151825,61136719
151826,78821462
151827,25312191
151828,65509435
151829,57877541
151830,90059243
151831,20492979
151832,4204283
151833,62655653
151834,71307948
151835,44499322
151836,10845727
151837,77289636
151838,14409500
151839,50291452
151840,87222442
151841,29476168
151842,37386885
151843,35765499
151843,60016331
151844,76778701
151845,6305003
151846,1434882
151847,70895996
151848,29473793
151849,42685347
151850,42934319
151851,38368676
151851,96594199
151852,48690584
151853,56235721
151854,59941912
151855,73495742
151856,83888547
151856,4092478
151857,83636715
151858,79992908
151858,73568323
151859,54413413
151860,25036162
151861,36016159
151862,91523204
151863,88965340
151864,75717055
151865,67911235
151866,22975262
151867,94889441
151868,25158516
151869,91969873
151870,14429239
151871,5335752
151872,91040965
151873,80100346
151874,74805
151875,16885561
151876,45030246
151877,60766872
151878,90959129
151879,23185156
151880,77983388
151881,98179415
151882,42860303
151883,98733303
151884,77406441
151885,42584535
151886,45142877
151887,209799
151888,74193342
151889,80685266
151890,52105427
151891,88163188
151892,85637786
151893,90574669
151894,38997589
151895,68095829
151896,94097630
151897,52771400
151898,99026812
151899,83914459
151900,17703550
151901,20719519
151902,31557820
151902,90477884
151903,71313191
151904,4169628
151905,3475108
151906,3195049
151907,15521023
151908,7324840
151909,57621768
151910,37701785
151911,29764886
151912,82417928
151913,76861012
151914,19366325
151915,33534037
151916,40454824
151917,57188346
151918,36083289
151919,13021307
Order ID,68633780
151920,34228357
151921,64212643
151922,87704149
151923,16602590
"
",23370519
151924,46667790
151925,90262563
151926,8440841
151927,71251623
151928,76923785
151929,88172065
151930,51916293
151931,75289323
151932,30768313
151933,25913125
151934,51281177
151935,98777223
151936,60705202
151937,89411761
151938,89471136
151939,14358125
151940,55114957
151941,25775224
151942,36260127
151943,97469934
151944,21282654
151945,92698561
151946,42321602
151947,4997232
151948,46143092
151949,19275017
151950,83321062
151951,87838070
"
",94839229
151952,10570756
151953,2613172
151954,14520923
151955,82387225
151956,68567732
151957,89967411
151958,49025936
151958,22498331
151959,87529840
151959,46678692
151960,80441603
151961,60632443
151961,62913065
151961,32964866
151962,49711078
151963,13350693
151964,36579697
151965,27014620
151966,46915319
151967,5164122
151968,8747671
151969,56649920
151970,35209465
151971,76837468
151972,18401163
151973,49494537
151974,15016420
151975,23300073
151976,55088003
151976,66279665
151977,15834084
151978,8412270
151979,13564359
151980,30280906
151981,98473632
151982,2750533
151983,13463502
151984,20076290
151985,32851460
151986,55948063
151987,53275205
151988,72517578
151989,51324374
151990,3905818
151991,40073165
151992,10604929
151992,64116813
151993,10848951
151994,26429127
151995,83662426
151996,61416787
151997,17931586
151998,30270638
151999,98946349
152000,72142774
152001,43333126
152002,74953822
152002,1666379
152003,13088146
152004,69210332
152005,66650627
152006,80032411
152007,70732467
152008,38468780
152009,91978326
152010,34043625
152011,9474426
152012,20876641
152013,11309604
152014,84495238
152015,74935527
152016,19580423
152017,30034095
152018,22171118
152019,27769846
152020,83422918
152021,58581138
152022,27151004
152023,81053816
152024,48186820
152025,8341610
152026,94234577
152027,53684644
152028,27963726
152029,41786042
152030,51457452
152031,54039348
152032,58822230
152033,77407974
152034,97020461
152035,26997899
152036,31682460
152037,13468173
152038,81360185
152039,64434870
152040,11935038
152041,30898724
152042,19242822
152043,39787630
152043,38791621
152044,60498574
152045,25220839
152046,46096816
152047,97446285
152048,81850215
152049,10283969
152050,6393522
152051,88160384
152052,15826423
152053,53337451
152054,66724893
152055,73851494
152056,43917665
152057,20022406
152058,74064221
152059,33412572
152060,59612764
152061,1902470
152062,12719745
152063,29540261
152064,26194957
152064,66228842
152065,21112139
152066,26606398
152067,38408376
152068,93078954
152069,16552367
152070,49295460
152071,84934404
152072,46690373
152072,50150350
152073,56395416
152074,44993477
152075,59263678
152076,41710567
152077,82698639
152078,63828961
152079,22977620
152080,52204853
152081,15147926
152081,4466173
152082,81015269
152083,70930880
152084,11455061
152085,58152856
152086,34245896
152087,66088026
152088,34257648
152089,68581262
152090,64734069
152091,98673056
152092,37761391
152093,96276475
152094,84421038
152095,32807230
152096,65947335
152097,90392226
152098,96510226
152099,55435996
152100,49734180
152101,2701140
152102,15201128
152103,7137705
152104,46116650
152105,78863881
152106,20193483
152107,96604024
152108,16447873
152109,31694530
152110,96168939
152111,69143540
152112,89118376
152113,78132874
152114,29979001
152115,42238492
152116,28456813
152117,75343740
152118,61249794
152119,93572343
152120,79900141
152121,44949699
152122,8755548
152123,18810991
152124,43652400
152124,46309925
152125,60853981
152126,78823247
152127,59216334
152128,92802177
152129,98374856
152130,78760115
152131,30960651
152132,10133131
152133,6483157
152134,57250774
152135,50740057
152135,82394966
152136,4464917
152137,46526061
152138,38454105
152139,86654889
152140,68493368
152141,32942296
152142,17399999
152143,63988863
152144,77776711
152145,50058029
152146,10465266
152147,29584729
152148,60326552
152149,78087924
152150,8023576
152151,43259846
152152,22309337
152153,27524857
152154,59007872
152155,19940242
152156,10420809
152157,76398179
152158,72581658
152159,38263936
152160,69721229
152161,94368216
152162,36335636
152163,99447780
152164,92827210
152165,26022932
152166,47014467
152167,64994492
152168,83395796
152169,70125067
152170,53895219
152171,78546108
152172,85056433
152173,98624319
152174,77670724
152175,87356620
152176,77985401
152177,85939705
152178,69957205
152179,3289752
152180,81297331
152181,1729402
152182,55510632
152183,46871562
152184,67878551
152185,52534421
152186,63313785
152187,94718267
152188,39822007
152189,8541074
152190,70719751
152191,97024514
152192,2693208
152193,42040486
152194,23656099
"
",94705173
152195,22190682
152196,87469000
152196,25295074
152197,24903523
152198,75529428
152199,44362495
152200,47109703
152201,47869259
152202,20979331
152203,48872537
152204,97667733
152205,47813598
152206,40013420
152206,10471828
152207,79449670
152208,23210518
152209,25307150
152210,20506058
152211,87140599
152212,56373178
152213,63368244
152214,24273883
152215,35688120
152216,93910574
152217,50537530
152218,54299423
152219,71384874
152220,82409422
152221,36858876
152222,32770824
152223,37632686
152224,24873074
152225,95829852
152225,41388550
152226,78388297
152227,20660756
152228,39795738
152229,37371902
152230,98370229
152231,81376377
152232,6251895
152233,61348285
152234,99584691
152235,1803890
152236,61849984
152237,92873813
152238,98639946
152239,10310318
152240,99185660
152241,32973356
152242,16836220
152242,84137922
152243,49641085
152244,12344981
152245,43063821
152246,68724687
152247,49664133
152248,16500238
152249,51579155
152250,67433206
152251,81188452
152252,38966682
152253,96923391
152254,28832420
152255,94724555
152256,51804188
152257,8789065
152258,21848726
152259,8080861
152260,33961815
152261,82058944
152262,93830647
152263,83644456
152264,82957237
152265,23369535
152266,48978813
152267,11624181
152268,16794275
152269,35486649
152270,39843054
152271,68416364
152272,56664551
152273,7192936
152274,2893822
152275,67085992
152276,40338115
152277,92496605
152278,71191217
152279,26576092
152280,74045502
152281,95062928
152282,87498059
152283,4255170
152284,76031383
152285,39701639
152286,58551665
152287,91329075
152288,66011130
152289,25409623
152290,99896201
152291,58413570
152292,50632875
152293,59941240
152293,59499383
152293,40848258
152294,48560395
152295,3505779
152296,72416493
